# (x) (f(x)) (p(x)) (W(x,N)) (p(x,N))
-8.0 1154 0.01154 0.009765625 0.0102848442527
-6.0 4112 0.04112 0.0439453125 0.0417071000726
-4.0 11446 0.11446 0.1171875 0.113371652245
-2.0 22459 0.22459 0.205078125 0.206576618987
0.0 22542 0.22542 0.24609375 0.252313252202
2.0 20760 0.2076 0.205078125 0.206576618987
4.0 12429 0.12429 0.1171875 0.113371652245
6.0 3783 0.03783 0.0439453125 0.0417071000726
8.0 1151 0.01151 0.009765625 0.0102848442527
10.0 164 0.00164 0.0009765625 0.0017000733205
